rt56_state_id,rt56_file,aoe_state_id,aoe_file,match_method,owner
326,326-HongKong.txt,326,326-HongKong.txt,exact_label,ENG
327,327-Philippines.txt,327,327-Philippines.txt,exact_label,JAP
328,328-Manchukuo.txt,328,328-Manchukuo.txt,exact_label,CHI
329,329-Tannu Tuva.txt,329,329-Tannu Tuva.txt,exact_label,CHI
33,33-Centre sud.txt,33,33-Centre sud.txt,exact_label,FRA
330,330-Mongolia.txt,330,330-Mongolia.txt,exact_label,MON
331,331-Newfoundland.txt,331,331-Newfoundland.txt,exact_label,ENG
332,332-Labrador.txt,332,332-Labrador.txt,exact_label,ENG
333,333-British Borneo.txt,333,333-British Borneo.txt,exact_label,JAP
334,334-Dutch Borneo.txt,334,334-Kalimantan Barat.txt,stable_legacy_id,JAP
335,335-West Java.txt,335,335-West Java.txt,exact_label,JAP
336,336-Singapore.txt,336,336-Singapore.txt,exact_label,JAP
337,337-Faroe Islands.txt,337,337-Faroe Islands.txt,exact_label,DEN
338,338-Gloucestershire.txt,338,338-Gloucestershire.txt,exact_label,ENG
339,339-Izmir.txt,339,339-Izmir.txt,exact_label,TUR
34,34-Wallonie.txt,34,34-Wallonie.txt,exact_label,BEL
340,340-Bursa.txt,340,340-Bursa.txt,exact_label,TUR
341,341-Edirne.txt,341,341-Edirne.txt,exact_label,TUR
342,342-Antalya.txt,342,342-Antalya.txt,exact_label,TUR
343,343-Afyon.txt,343,343-Afyon.txt,exact_label,TUR
344,344-Adana.txt,344,344-Adana.txt,exact_label,TUR
345,345-Mersin.txt,345,345-Mersin.txt,exact_label,TUR
346,346-Konya.txt,346,346-Konya.txt,exact_label,TUR
347,347-Izmit.txt,347,347-Izmit.txt,exact_label,TUR
348,348-Kayseri.txt,348,348-Kayseri.txt,exact_label,TUR
349,349-Silvas.txt,349,349-Silvas.txt,exact_label,TUR
35,35-Gelderland.txt,35,35-Gelderland.txt,exact_label,HOL
350,350-Diyarbekir.txt,350,350-Diyarbekir.txt,exact_label,TUR
351,351-Vologda.txt,351,351-Vologda.txt,exact_label,SOV
352,352-Hakkari.txt,352,352-Hakkari.txt,exact_label,TUR
353,353-Erzurum.txt,353,353-Erzurum.txt,exact_label,TUR
354,354-Trabzon.txt,354,354-Trabzon.txt,exact_label,TUR
355,355-Samsun.txt,355,355-Samsun.txt,exact_label,TUR
356,356-Sinop.txt,356,356-Sinop.txt,exact_label,TUR
357,357-New England.txt,357,357-New England.txt,exact_label,QUE
358,358-New York.txt,358,358-New York.txt,exact_label,CSA
359,359-New Jersey.txt,359,359-New Jersey.txt,exact_label,CSA
36,36-Friesland.txt,36,36-Friesland.txt,exact_label,HOL
360,360-Pennsylvania.txt,360,360-Pennsylvania.txt,exact_label,CSA
361,361-Maryland.txt,361,361-Maryland.txt,exact_label,CSA
362,362-Virginia.txt,362,362-Virginia.txt,exact_label,CSA
363,363-North Carolina.txt,363,363-North Carolina.txt,exact_label,CSA
364,364-South Carolina.txt,364,364-South Carolina.txt,exact_label,CSA
365,365-Georgia.txt,365,365-Georgia.txt,stable_legacy_id,CSA
366,366-Florida.txt,366,366-Florida.txt,exact_label,USA
367,367-Alabama.txt,367,367-Alabama.txt,exact_label,HAI
368,368-Tennesse.txt,368,368-Tennesse.txt,exact_label,HAI
369,369-Kentucky.txt,369,369-Kentucky.txt,exact_label,HAI
37,37-Denmark.txt,37,37-Denmark.txt,exact_label,DEN
370,370-Mississippi.txt,370,370-Mississippi.txt,exact_label,HAI
371,371-Louisiana.txt,371,371-Louisiana.txt,exact_label,HAI
372,372-Arkansas.txt,372,372-Arkansas.txt,exact_label,HAI
373,373-Missouri.txt,373,373-Missouri.txt,exact_label,HAI
374,374-Oklahoma.txt,374,374-Oklahoma.txt,exact_label,HAI
375,375-Texas.txt,375,375-Texas.txt,exact_label,USA
376,376-New Mexico.txt,376,376-New Mexico.txt,exact_label,USA
377,377-Arizona.txt,377,377-Arizona.txt,exact_label,USA
378,378-California.txt,378,378-California.txt,exact_label,USA
379,379-Nevada.txt,379,379-Nevada.txt,exact_label,USA
38,38-Sweden.txt,38,38-Sweden.txt,exact_label,SWE
380,380-Utah.txt,380,380-Utah.txt,exact_label,USA
381,381-Wyoming.txt,381,381-Wyoming.txt,exact_label,USA
382,382-Colorado.txt,382,382-Colorado.txt,exact_label,USA
383,383-Kansas.txt,383,383-Kansas.txt,exact_label,USA
384,384-Nebraska.txt,384,384-Nebraska.txt,exact_label,USA
385,385-Oregon.txt,385,385-Oregon.txt,exact_label,USA
386,386-Washington.txt,386,386-Washington.txt,exact_label,USA
387,387-Idaho.txt,387,387-Idaho.txt,exact_label,USA
388,388-Montana.txt,388,388-Montana.txt,exact_label,USA
389,389-North Dakota.txt,389,389-North Dakota.txt,exact_label,USA
39,39-South Tyrol.txt,39,39-South Tyrol.txt,exact_label,ITA
390,390-South Dakota.txt,390,390-South Dakota.txt,exact_label,USA
391,391-Minnesota.txt,391,391-Minnesota.txt,exact_label,USA
392,392-Iowa.txt,392,392-Iowa.txt,exact_label,USA
393,393-Michigan.txt,393,393-Michigan.txt,exact_label,USA
394,394-Wisconsin.txt,394,394-Wisconsin.txt,exact_label,USA
395,395-Illinois.txt,395,395-Illinois.txt,exact_label,USA
396,396-Indiana.txt,396,396-Indiana.txt,exact_label,USA
397,397-Syktyvkar.txt,397,397-Syktyvkar.txt,exact_label,SOV
398,398-Perm.txt,398,398-Perm.txt,exact_label,SOV
399,399-Izhevsk.txt,399,399-Izhevsk.txt,exact_label,SOV
4,4-Austria.txt,4,4-Austria.txt,exact_label,AUS
40,40-USSR.txt,40,40-USSR.txt,exact_label,SOV
400,400-Kirov.txt,400,400-Kirov.txt,exact_label,SOV
401,401-Engels.txt,401,401-Engels.txt,exact_label,SOV
402,402-Akhtubinsk.txt,402,402-Akhtubinsk.txt,exact_label,KAZ
403,403-Kharabali.txt,403,403-Kharabali.txt,exact_label,SOV
404,404-Saykhin.txt,404,404-Saykhin.txt,exact_label,KAZ
405,405-Atyrau.txt,405,405-Atyrau.txt,exact_label,KAZ
406,406-Krasnyy Yar.txt,406,406-Krasnyy Yar.txt,exact_label,KAZ
407,407-Uralsk.txt,407,407-Uralsk.txt,exact_label,KAZ
408,408-Vladivostok.txt,408,408-Vladivostok.txt,exact_label,SOV
409,409-Khabarovsk.txt,409,409-Khabarovsk.txt,exact_label,SOV
41,41-Madrid.txt,41,41-Madrid.txt,exact_label,SPR
410,410-Sistan.txt,410,410-Sistan.txt,exact_label,PER
411,411-Hormozgan.txt,411,411-Hormozgan.txt,exact_label,PER
412,412-Fars.txt,412,412-Fars.txt,exact_label,PER
413,413-Khuzestan.txt,413,413-Khuzestan.txt,exact_label,PER
414,414-Kerman.txt,414,414-Kerman.txt,exact_label,PER
415,415-South Khorasan.txt,415,415-South Khorasan.txt,stable_legacy_id,PER
416,416-Razavi Khorasan.txt,416,416-Razavi Khorasan.txt,exact_label,PER
417,417-Golestan.txt,417,417-Golestan.txt,exact_label,PER
418,418-Semnan.txt,418,418-Semnan.txt,exact_label,PER
419,419-Azerbaijan.txt,419,419-Azerbaijan.txt,exact_label,PER
42,42-Rhineland.txt,42,42-Rhineland.txt,exact_label,GER
420,420-Gilan.txt,420,420-Gilan.txt,exact_label,PER
421,421-Kurdistan.txt,421,421-Kurdistan.txt,stable_legacy_id,PER
422,422-Ceylon.txt,422,422-Ceylon.txt,exact_label,ENG
423,423-Tamil.txt,423,423-Madras.txt,stable_legacy_id,RAJ
424,424-Andra Pradesh.txt,424,424-Andra Pradesh.txt,exact_label,RAJ
425,425-Karnataka.txt,425,425-Mysore.txt,stable_legacy_id,RAJ
426,426-Odisha.txt,426,426-Orissa.txt,stable_legacy_id,RAJ
427,427-Hydrabad.txt,427,427-Hyderabad.txt,stable_legacy_id,RAJ
428,428-Gujarat.txt,428,428-Western Indian States.txt,stable_legacy_id,RAJ
429,429-Mumbai.txt,429,429-Bombay.txt,stable_legacy_id,RAJ
43,43-Hungary.txt,43,43-Hungary.txt,exact_label,AUS
430,430-Bangladesh.txt,430,430-Bangladesh.txt,exact_label,RAJ
431,431-Calcutta.txt,431,431-Calcutta.txt,exact_label,RAJ
432,432-Assam.txt,432,432-Assam.txt,exact_label,RAJ
433,433-Manipur.txt,990,990-Manipur.txt,exact_label,RAJ
434,434-Arunachal Pradesh.txt,434,434-Arunachal Pradesh.txt,exact_label,RAJ
435,435-Bihar.txt,435,435-Bihar.txt,exact_label,RAJ
436,436-Jharkhand.txt,436,436-Central Provinces.txt,stable_legacy_id,RAJ
437,437-Madhya Pradesh.txt,437,437-Central Indian Provinces.txt,stable_legacy_id,RAJ
438,438-Lucknow.txt,438,438-United Provinces.txt,stable_legacy_id,RAJ
439,439-Delhi.txt,439,439-Delhi.txt,exact_label,RAJ
44,44-Albania.txt,44,44-Albania.txt,exact_label,BUL
440,440-Punjab.txt,440,440-West Punjab.txt,stable_legacy_id,RAJ
441,441-Kashmir.txt,441,441-Kashmir.txt,exact_label,RAJ
442,442-Peshawar.txt,442,442-Peshawar.txt,exact_label,RAJ
443,443-Hyderabad.txt,427,427-Hyderabad.txt,exact_label,RAJ
444,444-Karachi.txt,444,444-Baluchistan States.txt,stable_legacy_id,RAJ
445,445-Hindu Kush.txt,445,445-Quetta.txt,stable_legacy_id,RAJ
446,446-East Java.txt,1051,1051-East Java.txt,exact_label,JAP
447,447-Alexandria.txt,447,447-Alexandria.txt,exact_label,EGY
448,448-Tripoli.txt,448,448-Tripoli.txt,exact_label,ITA
449,449-Libyan Coast.txt,449,449-Libyan Coast.txt,exact_label,ITA
45,45-Yugoslavia.txt,45,45-Yugoslavia.txt,exact_label,YUG
450,450-Benghasi.txt,450,450-Benghasi.txt,exact_label,ITA
451,451-Derna.txt,451,451-Derna.txt,exact_label,ITA
452,452-Marsa Matruh.txt,452,452-Marsa Matruh.txt,exact_label,EGY
453,453-Sinai.txt,453,453-Sinai.txt,exact_label,EGY
454,454-Israel.txt,454,454-Israel.txt,exact_label,TUR
455,455-Jordan.txt,455,455-Jordan.txt,exact_label,TUR
456,456-Luxor.txt,456,456-Luxor.txt,exact_label,EGY
457,457-Aswan.txt,457,457-Aswan.txt,exact_label,EGY
458,458-Tunisia.txt,458,458-Tunisia.txt,exact_label,FRA
459,459-Western Algeria.txt,459,459-Western Algeria.txt,exact_label,FRA
46,46-Romania.txt,46,46-Romania.txt,exact_label,ROM
460,460-Eastern Algeria.txt,460,460-Eastern Algeria.txt,exact_label,FRA
461,461-Northern Morocco.txt,461,461-Northern Morocco.txt,exact_label,FRA
462,462-Southern Morocco.txt,462,462-Southern Morocco.txt,exact_label,FRA
463,463-Alaska.txt,463,463-Alaska.txt,exact_label,USA
464,464-Nova Scotia.txt,464,464-Nova Scotia.txt,exact_label,CAN
465,465-New Brunswick.txt,465,465-New Brunswick.txt,exact_label,CAN
466,466-Quebec.txt,466,466-Quebec.txt,exact_label,CAN
467,467-Manitoba.txt,467,467-Manitoba.txt,exact_label,CAN
468,468-Nunavut.txt,468,468-Nunavut.txt,exact_label,CAN
469,469-Saskatchewan.txt,469,469-Saskatchewan.txt,exact_label,CAN
47,47-Greece.txt,47,47-Greece.txt,exact_label,GRE
470,470-Alberta.txt,470,470-Alberta.txt,exact_label,CAN
471,471-Northwestern Canada.txt,471,471-Northwestern Canada.txt,exact_label,CAN
472,472-Northwest Territories.txt,472,472-Northwest Territories.txt,exact_label,CAN
473,473-British Columbia.txt,473,473-British Columbia.txt,exact_label,CAN
474,474-Yucatan.txt,474,474-Yucatan.txt,exact_label,MEX
475,475-Chiapas.txt,475,475-Chiapas.txt,exact_label,MEX
476,476-Oaxaca.txt,476,476-Oaxaca.txt,exact_label,MEX
477,477-Veracruz.txt,477,477-Veracruz.txt,exact_label,MEX
478,478-Nayarit.txt,478,478-Nayarit.txt,exact_label,MEX
479,479-Tamaulipas.txt,479,479-Tamaulipas.txt,exact_label,MEX
48,48-Bulgaria.txt,48,48-Bulgaria.txt,exact_label,BUL
480,480-Coahuila.txt,480,480-Coahuila.txt,exact_label,MEX
481,481-Sinaloa.txt,481,481-Sinaloa.txt,exact_label,MEX
482,482-Chihuahua.txt,482,482-Chihuahua.txt,exact_label,MEX
483,483-Sonora.txt,483,483-Sonora.txt,exact_label,MEX
484,484-Baja California.txt,484,484-Baja California.txt,exact_label,MEX
485,485-Guerrero.txt,485,485-Guerrero.txt,exact_label,MEX
486,486-Meta.txt,486,486-Meta.txt,exact_label,SPR
487,487-Amazinas.txt,487,487-Amazinas.txt,exact_label,SPR
488,488-Bolivar.txt,488,488-Bolivar.txt,exact_label,SPR
489,489-Monagas.txt,489,489-Monagas.txt,exact_label,SPR
49,49-Turkey.txt,49,49-Turkey.txt,exact_label,TUR
490,490-Pastaza.txt,490,490-Pastaza.txt,exact_label,PRU
491,491-Loreto.txt,491,491-Loreto.txt,exact_label,PRU
492,492-Piura.txt,492,492-Piura.txt,exact_label,PRU
493,493-La Libertad.txt,493,493-La Libertad.txt,exact_label,SPR
494,494-Ucayali.txt,494,494-Ucayali.txt,exact_label,PRU
495,495-Amazonas.txt,495,495-Amazonas.txt,exact_label,BRA
496,496-Minas Gerais.txt,496,496-Para.txt,stable_legacy_id,BRA
497,497-Para.txt,497,497-Maranhao.txt,stable_legacy_id,BRA
498,498-Rio Grande.txt,498,498-Rio Grande.txt,exact_label,BRA
499,499-Bahia.txt,499,499-Bahia.txt,exact_label,BRA
5,5-Germany.txt,5,5-Germany.txt,exact_label,GER
50,50-Baden.txt,50,50-Baden.txt,exact_label,GER
500,500-Rio de Janerio.txt,500,500-Rio de Janerio.txt,exact_label,BRA
501,501-Saol Paulo.txt,501,501-Saol Paulo.txt,exact_label,BRA
502,502-Rio Grande Sul.txt,502,502-Rio Grande Sul.txt,exact_label,BRA
503,503-Santa Catarina.txt,503,503-Santa Catarina.txt,exact_label,BRA
504,504-Iguacu.txt,504,504-Iguacu.txt,exact_label,BRA
505,505-Goias.txt,505,505-Goias.txt,exact_label,BRA
506,506-Northern Chile.txt,506,506-Northern Chile.txt,exact_label,SPR
507,507-Southern Chile.txt,507,507-Southern Chile.txt,exact_label,SPR
508,508-Argentine Northwest.txt,508,508-Argentine Northwest.txt,exact_label,ARG
509,509-Gran Chaco.txt,509,509-Gran Chaco.txt,exact_label,ARG
51,51-Moselland.txt,51,51-Moselland.txt,exact_label,GER
510,510-Mesopotamia.txt,510,510-Mesopotamia.txt,exact_label,ARG
511,511-Cuyo.txt,511,511-Cuyo.txt,exact_label,ARG
512,512-Patagonia.txt,512,512-Patagonia.txt,exact_label,ARG
513,513-Southern Algeria.txt,513,513-Southern Algeria.txt,exact_label,FRA
514,514-North Africa.txt,514,514-North Africa.txt,exact_label,FRA
515,515-Central Africa.txt,515,515-Central Africa.txt,exact_label,FRA
516,516-Northern Siberia.txt,516,516-Northern Siberia.txt,exact_label,SOV
517,517-Victoria.txt,517,517-Victoria.txt,exact_label,ENG
518,518-Tasmania.txt,518,518-Tasmania.txt,exact_label,ENG
519,519-South Australia.txt,519,519-South Australia.txt,exact_label,ENG
52,52-Wuttemberg.txt,52,52-Wuttemberg.txt,exact_label,GER
520,520-Northern Territory.txt,520,520-Northern Territory.txt,exact_label,ENG
521,521-Queensland.txt,521,521-Queensland.txt,exact_label,ENG
522,522-Western Australia.txt,522,522-Western Australia.txt,exact_label,ENG
523,523-New Guinea.txt,523,523-New Guinea.txt,exact_label,ENG
524,524-Taiwan.txt,524,524-Taiwan.txt,exact_label,JAP
525,525-South Korea.txt,525,525-South Korea.txt,exact_label,JAP
526,526-Okinawa.txt,526,526-Okinawa.txt,exact_label,JAP
527,527-North Korea.txt,527,527-North Korea.txt,exact_label,JAP
528,528-Nagasaki.txt,528,528-Nagasaki.txt,exact_label,JAP
529,529-Hiroshima.txt,529,529-Hiroshima.txt,exact_label,JAP
53,53-Oberbayern.txt,53,53-Oberbayern.txt,exact_label,GER
530,530-Tokushima.txt,530,530-Tokushima.txt,exact_label,JAP
531,531-Osaka.txt,531,531-Osaka.txt,exact_label,JAP
532,532-Nagoya.txt,532,532-Nagoya.txt,exact_label,JAP
533,533-Akita.txt,533,533-Akita.txt,exact_label,JAP
534,534-Niigata.txt,534,534-Niigata.txt,exact_label,JAP
535,535-Nagano.txt,535,535-Nagano.txt,exact_label,JAP
536,536-Hokkaido.txt,536,536-Hokkaido.txt,exact_label,JAP
537,537-South Sakhalin.txt,537,537-South Sakhalin.txt,exact_label,JAP
538,538-Cameroun.txt,538,538-Cameroun.txt,exact_label,BEL
539,539-Gabon.txt,539,539-Gabon.txt,exact_label,FRA
54,54-Bayreuth.txt,54,54-Bayreuth.txt,exact_label,GER
540,540-Angola.txt,540,540-Angola.txt,exact_label,POR
541,541-South West Africa.txt,541,541-South West Africa.txt,exact_label,ENG
542,542-Bechuana Land.txt,542,542-Bechuana Land.txt,exact_label,ENG
543,543-Madagascar.txt,543,543-Madagascar.txt,exact_label,FRA
544,544-East Africa.txt,544,544-East Africa.txt,stable_legacy_id,POR
545,545-Rhodessa.txt,545,545-Rhodessa.txt,exact_label,ENG
546,546-Tanganyika.txt,546,546-Tanganyika.txt,exact_label,ENG
547,547-East Africa.txt,547,547-East Africa.txt,stable_legacy_id,ENG
548,548-Uganda.txt,548,548-Uganda.txt,exact_label,ENG
549,549-Sudan.txt,549,549-Sudan.txt,exact_label,ENG
55,55-Nassau.txt,55,55-Nassau.txt,exact_label,GER
550,550-Eritrea.txt,550,550-Eritrea.txt,exact_label,ITA
551,551-Khartoum.txt,551,551-Khartoum.txt,exact_label,ENG
552,552-Western Egypt.txt,552,552-Western Egypt.txt,exact_label,EGY
553,553-Lebanon.txt,553,553-Lebanon.txt,exact_label,TUR
554,554-Syria.txt,554,554-Syria.txt,exact_label,TUR
555,555-Lagos.txt,555,555-Lagos.txt,exact_label,JAP
556,556-Mali.txt,556,556-Mali.txt,exact_label,MLI
557,557-Mauritania.txt,557,557-Mauritania.txt,exact_label,MLI
558,558-Nigeria.txt,558,558-Nigeria.txt,exact_label,ENG
559,559-Somaliland.txt,559,559-Somaliland.txt,exact_label,ITA
56,56-Weser-Ems.txt,56,56-Weser-Ems.txt,exact_label,GER
560,560-TS 2.txt,560,560-TS 2.txt,exact_label,SOV
561,561-TS 3.txt,561,561-TS 3.txt,exact_label,SOV
562,562-TS 4.txt,562,562-TS 4.txt,exact_label,SOV
563,563-TS 5.txt,563,563-TS 5.txt,exact_label,SOV
564,564-TS 6.txt,564,564-TS 6.txt,exact_label,SOV
565,565-TS 7.txt,565,565-TS 7.txt,exact_label,SOV
566,566-TS 8.txt,566,566-TS 8.txt,exact_label,SOV
567,567-TS 9.txt,567,567-TS 9.txt,exact_label,SOV
568,568-TS 10.txt,568,568-TS 10.txt,exact_label,SOV
569,569-TS 11.txt,569,569-TS 11.txt,exact_label,SOV
57,57-Westfalen.txt,57,57-Westfalen.txt,exact_label,GER
570,570-TS 12.txt,570,570-TS 12.txt,exact_label,SOV
571,571-TS 13.txt,571,571-TS 13.txt,exact_label,SOV
572,572-TS 14.txt,572,572-TS 14.txt,exact_label,SOV
573,573-Ts 15.txt,573,573-Ts 15.txt,exact_label,SOV
574,574-Siberia 1.txt,574,574-Siberia 1.txt,exact_label,SOV
575,575-Siberia 2.txt,575,575-Siberia 2.txt,exact_label,SOV
576,576-Siberia 3.txt,576,576-Siberia 3.txt,exact_label,SOV
577,577-Siberia 4.txt,577,577-Siberia 4.txt,exact_label,SOV
578,578-Siberia 5.txt,578,578-Siberia 5.txt,exact_label,SOV
579,579-Siberia 6.txt,579,579-Siberia 6.txt,exact_label,SOV
58,58-Schleswig - Holstein.txt,58,58-Schleswig - Holstein.txt,exact_label,GER
580,580-Siberia 7.txt,580,580-Siberia 7.txt,exact_label,SOV
581,581-Northern Urals.txt,581,581-Northern Urals.txt,exact_label,SOV
582,582-Sourthern Urals.txt,582,582-Sourthern Urals.txt,exact_label,SOV
583,583-Kazakhstan.txt,583,583-Kazakhstan.txt,exact_label,KAZ
584,584-Turkmenistan.txt,584,584-Turkmenistan.txt,exact_label,KAZ
585,585-Uzbekistan.txt,585,585-Uzbekistan.txt,exact_label,KAZ
586,586-Kyrgyzstan.txt,586,586-Kyrgyzstan.txt,exact_label,KAZ
587,587-Western Kazakstan.txt,587,587-Western Kazakstan.txt,exact_label,KAZ
588,588-Some Mountains.txt,588,588-Some Mountains.txt,exact_label,KAZ
589,589-Eastern Kazakhstan.txt,589,589-Eastern Kazakhstan.txt,exact_label,KAZ
59,59-Ost - Hannover.txt,59,59-Ost - Hannover.txt,exact_label,GER
590,590-Northern Kazakhstan.txt,590,590-Northern Kazakhstan.txt,exact_label,KAZ
591,591-Hainan.txt,591,591-Hainan.txt,exact_label,CHI
592,592-Guangzhou.txt,592,592-Guangzhou.txt,exact_label,CHI
593,593-Guangdong.txt,593,593-Guangdong.txt,exact_label,CHI
594,594-Nanning.txt,594,594-Nanning.txt,exact_label,CHI
595,595-Fujian.txt,595,595-Fujian.txt,exact_label,CHI
596,596-Zhejiang.txt,596,596-Zhejiang.txt,exact_label,CHI
597,597-Shandong.txt,597,597-Shandong.txt,exact_label,CHI
598,598-Jiansu.txt,598,598-Jiansu.txt,exact_label,CHI
599,599-Guanxi.txt,599,599-Guanxi.txt,exact_label,CHI
6,6-Belgium.txt,6,6-Belgium.txt,exact_label,BEL
60,60-Sud-Hannover.txt,60,60-Sud-Hannover.txt,exact_label,GER
600,600-Jiangxi.txt,600,600-Jiangxi.txt,exact_label,CHI
601,601-China 1.txt,601,601-China 1.txt,exact_label,CHI
602,602-China 2.txt,602,602-China 2.txt,exact_label,CHI
603,603-China 3.txt,603,603-China 3.txt,exact_label,CHI
604,604-China 4.txt,604,604-China 4.txt,exact_label,CHI
605,605-China 5.txt,605,605-China 5.txt,exact_label,CHI
606,606-China 6.txt,606,606-China 6.txt,exact_label,CHI
607,607-China 7.txt,607,607-China 7.txt,exact_label,CHI
608,608-Beijing.txt,608,608-Beijing.txt,exact_label,CHI
609,609-China 8.txt,609,609-China 8.txt,exact_label,JAP
61,61-Mecklenburg.txt,61,61-Mecklenburg.txt,exact_label,GER
610,610-China 9.txt,610,610-China 9.txt,exact_label,MAN
611,611-China 10.txt,611,611-China 10.txt,exact_label,CHI
612,612-China 11.txt,612,612-China 11.txt,exact_label,CHI
613,613-China 12.txt,613,613-China 12.txt,exact_label,CHI
614,614-China 13.txt,614,614-China 13.txt,exact_label,CHI
615,615-Shanxi.txt,615,615-Shanxi.txt,exact_label,CHI
616,616-China 14.txt,616,616-China 14.txt,exact_label,CHI
617,617-Xinjiang.txt,617,617-Xinjiang.txt,exact_label,CHI
618,618-China 15.txt,618,618-China 15.txt,exact_label,CHI
619,619-China 16.txt,619,619-China 16.txt,exact_label,CHI
62,62-Pommern.txt,62,62-Pommern.txt,exact_label,GER
620,620-China 17.txt,620,620-China 17.txt,exact_label,CHI
621,621-China 18.txt,621,621-China 18.txt,exact_label,CHI
622,622-China 19.txt,622,622-China 19.txt,exact_label,CHI
623,623-Luzon.txt,623,623-Luzon.txt,exact_label,JAP
624,624-Central islands.txt,624,624-Central islands.txt,exact_label,JAP
625,625-Samar.txt,625,625-Samar.txt,exact_label,JAP
626,626-Palawan.txt,626,626-Palawan.txt,exact_label,JAP
627,627-Mindanao.txt,627,627-Mindanao.txt,exact_label,JAP
628,628-Cebu.txt,628,628-Cebu.txt,exact_label,JAP
629,629-Hawaii.txt,629,629-Hawaii.txt,exact_label,USA
63,63-WestPrussen.txt,63,63-WestPrussen.txt,exact_label,GER
630,630-Johnston Atoll.txt,630,630-Johnston Atoll.txt,exact_label,USA
631,631-Midway Island.txt,631,631-Midway Island.txt,exact_label,USA
632,632-Wake Island.txt,632,632-Wake Island.txt,exact_label,USA
633,633-Marshall Islands.txt,633,633-Marshall Islands.txt,exact_label,JAP
634,634-Solomon Islands.txt,634,634-Solomon Islands.txt,exact_label,ENG
635,635-New Caledonia.txt,635,635-New Caledonia.txt,exact_label,FRA
636,636-Fiji.txt,636,636-Fiji.txt,exact_label,ENG
637,637-State 1.txt,637,637-State 1.txt,exact_label,SOV
638,638-Guam.txt,638,638-Guam.txt,exact_label,USA
639,639-Maiana.txt,639,639-Maiana.txt,exact_label,ENG
64,64-Brandenburg.txt,64,64-Brandenburg.txt,exact_label,GER
640,640-Stae 2.txt,640,640-Mandalay.txt,stable_legacy_id,RAJ
641,641-Tahiti.txt,641,641-Tahiti.txt,exact_label,FRA
642,642-Phoenix Island.txt,642,642-Phoenix Island.txt,exact_label,USA
643,643-Fongafale.txt,643,643-Fongafale.txt,exact_label,ENG
644,644-state 3.txt,644,644-state 3.txt,exact_label,SOV
645,645-Iwo Jima.txt,645,645-Iwo Jima.txt,exact_label,JAP
646,646-Saipan.txt,646,646-Saipan.txt,exact_label,JAP
647,647-Palau.txt,647,647-Palau.txt,exact_label,JAP
648,648-Marcus Island.txt,648,648-Marcus Island.txt,exact_label,JAP
649,649-Galapagos Islands.txt,649,649-Galapagos Islands.txt,exact_label,SPR
65,65-Sachsen.txt,65,65-Sachsen.txt,exact_label,GER
650,650-Attu Island.txt,650,650-Attu Island.txt,exact_label,USA
651,651-Sov state 5.txt,651,651-Sov state 5.txt,exact_label,SOV
652,652-Sov state 6.txt,652,652-Sov state 6.txt,exact_label,SOV
653,653-Sov state 7.txt,653,653-Sov state 7.txt,exact_label,SOV
654,654-sov state 8.txt,654,654-sov state 8.txt,exact_label,SOV
655,655-North Sakhalin.txt,655,655-North Sakhalin.txt,exact_label,SOV
656,656-Kuwait.txt,656,656-Kuwait.txt,exact_label,TUR
657,657-Border state.txt,657,657-Border state.txt,exact_label,SOV
658,658-Arab UK 1.txt,658,658-Arab UK 1.txt,exact_label,ENG
659,659-Arabian UK 2.txt,659,659-Arabian UK 2.txt,exact_label,ENG
66,66-Niederschlesien.txt,66,66-Niederschlesien.txt,exact_label,GER
660,660-Equatorial Africa.txt,660,660-Equatorial Africa.txt,exact_label,FRA
661,661-Tripolitania.txt,661,661-Tripolitania.txt,exact_label,ITA
662,662-Sirte.txt,662,662-Sirte.txt,exact_label,ITA
663,663-Cyrenaica.txt,663,663-Cyrenaica.txt,exact_label,ITA
664,664-Southern Slovakia.txt,664,664-Southern Slovakia.txt,exact_label,AUS
665,665-Gabes.txt,665,665-Gabes.txt,exact_label,FRA
666,666-Norrnorrland.txt,666,666-Norrnorrland.txt,exact_label,SWE
667,667-West Nusa Tenggara.txt,667,667-West Nusa Tenggara.txt,exact_label,JAP
668,668-The Moluccas.txt,668,668-The Moluccas.txt,exact_label,JAP
669,669-Dutch New Guinea.txt,669,669-Dutch New Guinea.txt,exact_label,JAP
67,67-Oberschlesien.txt,67,67-Oberschlesien.txt,exact_label,GER
670,670-Laos.txt,670,670-Laos.txt,exact_label,VIN
671,671-Annam.txt,671,671-Annam.txt,exact_label,VIN
672,672-South Sumatra.txt,672,672-South Sumatra.txt,exact_label,JAP
673,673-Sulawesi.txt,673,673-Sulawesi.txt,exact_label,JAP
674,674-Central Australia.txt,674,674-Central Australia.txt,exact_label,ENG
675,675-Al Hajara.txt,675,675-Al Hajara.txt,exact_label,TUR
676,676-Mosul.txt,676,676-Mosul.txt,exact_label,TUR
677,677-Aleppo.txt,677,677-Aleppo.txt,exact_label,TUR
678,678-Rub al Khali.txt,678,678-Rub al Khali.txt,exact_label,TUR
679,679-Hejaz.txt,679,679-Hejaz.txt,exact_label,OMA
68,68-Wartheland.txt,68,68-Wartheland.txt,exact_label,GER
680,680-Deir-az-Zur.txt,680,680-Deir-az-Zur.txt,exact_label,TUR
681,681-Soviet Lakes.txt,681,681-Soviet Lakes.txt,exact_label,ENG
682,682-Northern Ontario.txt,682,682-Northern Ontario.txt,exact_label,CAN
